NCBI Accession,type,proportion,number of bp
NZ_CP013741.1,prokaryote,9.86E-08,1.972214797
NZ_CP013742.1,prokaryote,8.07E-07,16.14750865
NZ_CP013743.1,prokaryote,8.47E-06,169.3146403
NZ_CP013745.1,prokaryote,8.16E-06,163.2007744
NZ_CP013747.1,prokaryote,7.15E-06,142.9855728
NZ_CP013749.1,prokaryote,1.36E-06,27.14260614
NZ_CP013753.1,prokaryote,1.49E-06,29.70648538
NZ_CP013757.1,prokaryote,2.01E-06,40.10991843
NZ_CP013762.1,prokaryote,2.07E-06,41.46581611
NZ_CP013768.1,prokaryote,2.16E-06,43.16685137
NZ_CP013773.1,prokaryote,2.12E-06,42.32866008
NZ_CP013778.1,prokaryote,2.34E-06,46.74149069
NZ_CP013781.1,prokaryote,1.77E-06,35.45056098
NZ_CP013786.1,prokaryote,1.69E-06,33.89744182
NZ_CP013791.1,prokaryote,1.76E-06,35.27799218
NZ_CP013796.1,prokaryote,1.66E-06,33.18251396
NZ_CP013801.1,prokaryote,1.59E-06,31.70335286
NZ_CP013806.1,prokaryote,1.72E-06,34.34119015
NZ_CP013811.1,prokaryote,1.74E-06,34.85889654
NZ_CP013816.1,prokaryote,1.80E-06,36.0668781
NZ_CP013821.1,prokaryote,1.74E-06,34.78493848
NZ_CP013826.1,prokaryote,2.30E-06,45.92795208
NZ_CP013827.1,prokaryote,1.26E-06,25.14573866
NZ_CP013828.1,prokaryote,2.08E-05,416.5564178
NZ_CP013829.1,prokaryote,3.92E-07,7.839553818
NZ_CP013831.1,prokaryote,3.22E-07,6.434350775
NZ_CP013835.1,prokaryote,3.38E-07,6.75483568
NZ_CP013838.1,prokaryote,1.17E-06,23.49400877
NZ_CP013839.1,prokaryote,1.34E-06,26.82212124
NZ_CP013840.1,prokaryote,1.50E-06,29.95301223
NZ_CP013854.1,prokaryote,3.78E-06,75.51117404
NZ_CP013859.1,prokaryote,3.37E-06,67.30182995
NZ_CP013860.1,prokaryote,1.09E-05,218.1023039
NZ_CP013861.1,prokaryote,7.15E-06,142.9609201
NZ_CP013862.1,prokaryote,2.41E-05,481.8367276
NZ_CP013863.1,prokaryote,3.20E-08,0.640969809
NZ_CP013864.1,prokaryote,2.34E-08,0.468401014
NZ_CP013865.1,prokaryote,3.20E-08,0.640969809
NZ_CP013866.1,prokaryote,2.84E-08,0.567011754
NZ_CP013868.1,prokaryote,1.97E-08,0.394442959
NZ_CP013869.1,prokaryote,2.22E-08,0.443748329
NZ_CP013870.1,prokaryote,3.20E-08,0.640969809
NZ_CP013871.1,prokaryote,1.97E-08,0.394442959
NZ_CP013872.1,prokaryote,1.11E-08,0.221874165
NZ_CP013873.1,prokaryote,1.85E-08,0.369790274
NZ_CP013874.1,prokaryote,2.84E-08,0.567011754
NZ_CP013875.1,prokaryote,2.34E-08,0.468401014
NZ_CP013876.1,prokaryote,2.47E-08,0.493053699
NZ_CP013877.1,prokaryote,2.22E-08,0.443748329
NZ_CP013878.1,prokaryote,2.22E-08,0.443748329
NZ_CP013879.1,prokaryote,2.47E-08,0.493053699
NZ_CP013880.1,prokaryote,1.13E-07,2.268047017
NZ_CP013881.1,prokaryote,2.34E-08,0.468401014
NZ_CP013882.1,prokaryote,2.22E-08,0.443748329
NZ_CP013883.1,prokaryote,3.70E-08,0.739580549
NZ_CP013884.1,prokaryote,3.94E-08,0.788885919
NZ_CP013885.1,prokaryote,7.40E-09,0.14791611
NZ_CP013886.1,prokaryote,1.73E-08,0.345137589
NZ_CP013887.1,prokaryote,4.07E-08,0.813538604
NZ_CP013888.1,prokaryote,2.96E-08,0.591664439
NZ_CP013889.1,prokaryote,2.22E-08,0.443748329
NZ_CP013890.1,prokaryote,3.94E-08,0.788885919
NZ_CP013891.1,prokaryote,3.57E-08,0.714927864
NZ_CP013892.1,prokaryote,2.96E-08,0.591664439
NZ_CP013893.1,prokaryote,2.71E-08,0.542359069
NZ_CP013894.1,prokaryote,2.71E-08,0.542359069
NZ_CP013895.1,prokaryote,3.20E-08,0.640969809
NZ_CP013896.1,prokaryote,4.68E-08,0.936802029
NZ_CP013897.1,prokaryote,3.08E-08,0.616317124
NZ_CP013898.1,prokaryote,3.94E-08,0.788885919
NZ_CP013899.1,prokaryote,2.59E-08,0.517706384
NZ_CP013900.1,prokaryote,2.22E-08,0.443748329
NZ_CP013901.1,prokaryote,2.96E-08,0.591664439
NZ_CP013902.1,prokaryote,2.71E-08,0.542359069
NZ_CP013903.1,prokaryote,3.20E-08,0.640969809
NZ_CP013904.1,prokaryote,2.47E-08,0.493053699
NZ_CP013905.1,prokaryote,2.71E-08,0.542359069
NZ_CP013906.1,prokaryote,3.94E-08,0.788885919
NZ_CP013907.1,prokaryote,3.45E-08,0.690275179
NZ_CP013908.1,prokaryote,1.35E-06,26.92073198
NZ_CP013909.1,prokaryote,2.03E-05,405.0929193
NZ_CP013910.1,prokaryote,3.95E-06,78.91324456
NZ_CP013911.1,prokaryote,8.94E-06,178.7812713
NZ_CP013913.1,prokaryote,1.28E-05,256.4125763
NZ_CP013916.1,prokaryote,5.27E-06,105.3409228
NZ_CP013919.1,prokaryote,4.96E-07,9.910379355
NZ_CP013920.1,prokaryote,1.95E-05,389.9808234
NZ_CP013921.1,prokaryote,3.94E-06,78.83928651
NZ_CP013922.1,prokaryote,3.06E-05,611.5591559
NZ_CP013923.1,prokaryote,4.15E-06,83.07954832
NZ_CP013924.1,prokaryote,9.22E-07,18.44020835
NZ_CP013926.1,prokaryote,6.13E-06,122.5484969
NZ_CP013928.1,prokaryote,7.92E-06,158.3195428
NZ_CP013932.1,prokaryote,4.80E-06,96.0715133
NZ_CP013934.1,prokaryote,2.43E-06,48.51648401
NZ_CP013936.1,prokaryote,2.45E-06,48.93557965
NZ_CP013939.1,prokaryote,1.46E-06,29.26273705
NZ_CP013940.1,prokaryote,9.39E-06,187.8288067
NZ_CP013944.1,prokaryote,1.78E-06,35.62312977
NZ_CP013949.1,prokaryote,1.20E-05,239.2789602
NZ_CP013950.1,prokaryote,8.99E-06,179.8413368
NZ_CP013951.1,prokaryote,1.97E-08,0.394442959
NZ_CP013952.1,prokaryote,1.65E-07,3.303459785
NZ_CP013953.1,prokaryote,4.49E-07,8.973577326
NZ_CP013955.1,prokaryote,3.72E-07,7.445110859
NZ_CP013957.1,prokaryote,1.57E-06,31.3089099
NZ_CP013961.1,prokaryote,6.63E-07,13.26314451
NZ_CP013965.1,prokaryote,2.61E-06,52.23903943
NZ_CP013975.1,prokaryote,1.62E-06,32.49223878
NZ_CP013979.1,prokaryote,3.58E-06,71.56674445
NZ_CP013980.1,prokaryote,9.91E-06,198.2815452
NZ_CP013984.1,prokaryote,1.08E-05,216.6724481
NZ_CP013987.1,prokaryote,8.35E-06,166.9972879
NZ_CP013988.1,prokaryote,7.00E-06,139.9532925
NZ_CP013989.1,prokaryote,3.49E-07,6.976709844
NZ_CP013990.1,prokaryote,7.52E-06,150.479989
NZ_CP013991.1,prokaryote,2.32E-06,46.44565847
NZ_CP013992.1,prokaryote,2.16E-05,432.9011479
NZ_CP013993.1,prokaryote,9.04E-07,18.07041808
NZ_CP013994.1,prokaryote,1.73E-06,34.587717
NZ_CP013997.1,prokaryote,5.82E-06,116.360673
NZ_CP013998.1,prokaryote,5.48E-06,109.5318793
NZ_CP014004.1,prokaryote,6.06E-07,12.129121
NZ_CP014007.1,prokaryote,1.17E-05,233.7074534
NZ_CP014008.1,prokaryote,7.19E-07,14.37251533
NZ_CP014010.1,prokaryote,4.88E-07,9.762463245
NZ_CP014016.2,prokaryote,1.17E-05,233.7567588
NZ_CP014017.2,prokaryote,1.31E-05,261.9594304
NZ_CP014022.1,prokaryote,8.20E-06,163.9157023
NZ_CP014026.2,prokaryote,7.36E-06,147.2997926
NZ_CP014028.1,prokaryote,5.86E-06,117.1742116
NZ_CP014030.2,prokaryote,9.72E-06,194.3124629
NZ_CP014031.2,prokaryote,1.69E-05,337.6924786
NZ_CP014032.1,prokaryote,4.51E-06,90.10556354
NZ_CP014033.1,prokaryote,5.70E-06,113.9693626
NZ_CP014034.2,prokaryote,3.22E-06,64.44211849
NZ_CP014035.2,prokaryote,6.37E-06,127.3804232
NZ_CP014036.1,prokaryote,5.17E-06,103.4426661
NZ_CP014037.1,prokaryote,4.82E-06,96.34269283
NZ_CP014038.2,prokaryote,5.15E-06,103.0235705
NZ_CP014039.2,prokaryote,4.17E-06,83.42468591
NZ_CP014040.1,prokaryote,3.06E-06,61.16331139
NZ_CP014041.1,prokaryote,1.42E-06,28.42454576
NZ_CP014042.2,prokaryote,5.91E-06,118.2835824
NZ_CP014043.2,prokaryote,7.29E-06,145.8206316
NZ_CP014044.1,prokaryote,1.27E-06,25.46622357
NZ_CP014045.1,prokaryote,2.53E-06,50.56265686
NZ_CP014046.2,prokaryote,3.18E-06,63.50531646
NZ_CP014047.2,prokaryote,1.78E-06,35.59847709
NZ_CP014048.2,prokaryote,2.21E-06,44.22691682
NZ_CP014049.2,prokaryote,2.96E-06,59.19109659
NZ_CP014051.2,prokaryote,3.76E-07,7.519068913
NZ_CP014053.1,prokaryote,4.88E-06,97.59997977
NZ_CP014054.1,prokaryote,1.10E-06,22.03950036
NZ_CP014055.2,prokaryote,3.48E-06,69.64383502
NZ_CP014056.2,prokaryote,1.45E-05,290.3593235
NZ_CP014064.2,prokaryote,7.36E-07,14.71765292
NZ_CP014067.2,prokaryote,1.31E-05,261.6635982
NZ_CP014070.2,prokaryote,6.19E-06,123.8057839
NZ_CP014071.1,prokaryote,2.03E-06,40.67693019
NZ_CP014094.1,prokaryote,4.52E-06,90.37674307
NZ_CP014095.1,prokaryote,4.87E-06,97.30414755
NZ_CP014113.2,prokaryote,9.46E-06,189.1600517
NZ_CP014129.2,prokaryote,1.23E-05,246.3789335
NZ_CP014132.1,prokaryote,5.48E-06,109.5072266
NZ_CP014133.1,prokaryote,3.91E-06,78.24762207
NZ_CP014134.1,prokaryote,5.21E-06,104.1329413
NZ_CP014136.1,prokaryote,1.63E-05,325.3168308
NZ_CP014137.1,prokaryote,2.10E-05,420.5994581
NZ_CP014139.1,prokaryote,1.55E-06,30.91446694
NZ_CP014140.1,prokaryote,2.11E-05,422.9907686
NZ_CP014141.1,prokaryote,1.99E-06,39.81408621
NZ_CP014143.1,prokaryote,1.11E-05,221.9727754
NZ_CP014144.1,prokaryote,7.39E-06,147.817499
NZ_CP014145.1,prokaryote,3.37E-06,67.40044069
NZ_CP014148.1,prokaryote,1.05E-05,210.657193
NZ_CP014154.1,prokaryote,1.38E-06,27.51239642
NZ_CP014158.1,prokaryote,7.28E-06,145.5987574
NZ_CP014159.1,prokaryote,1.28E-05,255.7223011
NZ_CP014160.1,prokaryote,9.68E-06,193.6714931
NZ_CP014161.1,prokaryote,1.23E-05,246.7980292
NZ_CP014162.1,prokaryote,7.52E-06,150.3074202
NZ_CP014163.1,prokaryote,9.90E-06,197.9610602
NZ_CP014164.1,prokaryote,1.01E-05,202.0534059
NZ_CP014166.1,prokaryote,1.98E-06,39.56755936
NZ_CP014167.1,prokaryote,2.55E-05,509.2505133
NZ_CP014168.1,prokaryote,6.37E-06,127.3311178
NZ_CP014170.1,prokaryote,2.18E-05,435.6869013
NZ_CP014176.1,prokaryote,6.68E-05,1335.731777
NZ_CP014179.1,prokaryote,2.51E-06,50.29147732
NZ_CP014196.1,prokaryote,6.58E-06,131.5960323
NZ_CP014201.1,prokaryote,4.77E-06,95.30728006
NZ_CP014204.1,prokaryote,5.62E-05,1123.521464
NZ_CP014206.1,prokaryote,1.05E-05,209.0547685
NZ_CP014207.1,prokaryote,9.61E-06,192.26629
NZ_CP014209.1,prokaryote,3.85E-06,76.96568245
NZ_CP014214.1,prokaryote,6.08E-06,121.5130842
NZ_CP014215.1,prokaryote,7.48E-07,14.96417977
NZ_CP014222.1,prokaryote,1.77E-05,354.0372087
NZ_CP014223.1,prokaryote,3.49E-05,698.7803553
NZ_CP014224.1,prokaryote,4.19E-05,837.7475404
NZ_CP014225.1,prokaryote,1.15E-07,2.292699701
NZ_CP014226.1,prokaryote,7.61E-06,152.1563716
NZ_CP014227.1,prokaryote,1.15E-05,230.3053829
NZ_CP014228.1,prokaryote,2.44E-06,48.73835817
NZ_CP014229.1,prokaryote,1.54E-05,307.9613405
NZ_CP014230.1,prokaryote,1.18E-05,235.5564048
NZ_CP014231.1,prokaryote,1.94E-05,388.7974945
NZ_CP014232.1,prokaryote,2.60E-06,51.99251259
NZ_CP014233.1,prokaryote,1.51E-05,302.9075401
NZ_CP014234.1,prokaryote,7.70E-06,154.079281
NZ_CP014239.1,prokaryote,8.99E-06,179.7920314
NZ_CP014241.1,prokaryote,5.84E-06,116.7058106
NZ_CP014250.1,prokaryote,8.64E-07,17.28153216
NZ_CP014252.1,prokaryote,8.20E-07,16.3940355
NZ_CP014255.1,prokaryote,3.64E-06,72.72542064
NZ_CP014256.1,prokaryote,3.78E-06,75.51117404
NZ_CP014257.1,prokaryote,3.54E-06,70.85181658
NZ_CP014259.1,prokaryote,3.57E-06,71.44348102
NZ_CP014260.1,prokaryote,3.64E-06,72.87333675
NZ_CP014261.1,prokaryote,6.24E-07,12.47425859
NZ_CP014262.1,prokaryote,1.01E-05,201.0426459
NZ_CP014263.1,prokaryote,2.51E-05,501.682139
NZ_CP014264.1,prokaryote,1.17E-05,233.0171783
NZ_CP014265.1,prokaryote,3.12E-05,623.0966124
NZ_CP014267.1,prokaryote,3.75E-07,7.494416228
NZ_CP014268.2,prokaryote,2.72E-07,5.448243377
NZ_CP014269.1,prokaryote,2.33E-07,4.659357458
NZ_CP014270.1,prokaryote,1.20E-07,2.391310441
NZ_CP014272.1,prokaryote,1.69E-07,3.37741784
NZ_CP014274.1,prokaryote,4.45E-06,88.99619271
NZ_CP014275.1,prokaryote,9.90E-06,198.059671
NZ_CP014279.1,prokaryote,4.34E-06,86.77745107
NZ_CP014281.1,prokaryote,1.17E-05,233.9293276
NZ_CP014282.1,prokaryote,1.25E-05,249.8303094
NZ_CP014294.1,prokaryote,3.65E-07,7.297194749
NZ_CP014301.1,prokaryote,8.42E-06,168.3531856
NZ_CP014304.1,prokaryote,1.40E-05,279.2163099
NZ_CP014306.1,prokaryote,4.23E-06,84.50940405
NZ_CP014307.1,prokaryote,2.15E-06,42.99428257
NZ_CP014313.1,prokaryote,2.80E-06,55.98624755
NZ_CP014314.1,prokaryote,2.98E-07,5.965949761
NZ_CP014316.1,prokaryote,5.47E-07,10.94579212
NZ_CP014322.1,prokaryote,5.60E-06,111.9724951
NZ_CP014323.1,prokaryote,1.02E-05,204.789854
NZ_CP014326.1,prokaryote,8.76E-06,175.206632
NZ_CP014327.1,prokaryote,1.09E-05,218.9404951
NZ_CP014332.1,prokaryote,1.31E-05,261.1951972
NZ_CP014334.1,prokaryote,1.54E-05,308.0106459
NZ_CP014335.1,prokaryote,6.83E-06,136.5758747
NZ_CP014337.1,prokaryote,2.38E-05,475.5502929
NZ_CP014340.1,prokaryote,8.36E-06,167.145204
NZ_CP014341.1,prokaryote,4.12E-07,8.233996777
NZ_CP014342.1,prokaryote,9.30E-06,185.9552027
NZ_CP014343.1,prokaryote,5.07E-06,101.3718406
NZ_CP014344.1,prokaryote,1.25E-06,24.94851718
NZ_CP014346.1,prokaryote,3.66E-06,73.1198636
NZ_CP014348.1,prokaryote,1.36E-07,2.711795346
NZ_CP014349.1,prokaryote,9.44E-06,188.7656088
NZ_CP014352.1,prokaryote,1.88E-06,37.59534457
NZ_CP014356.1,prokaryote,1.94E-07,3.870471539
NZ_CP014358.1,prokaryote,3.04E-07,6.089213186
NZ_CP014360.1,prokaryote,9.91E-06,198.133629
NZ_CP014392.1,prokaryote,4.35E-07,8.702397792
NZ_CP014397.1,prokaryote,4.08E-07,8.160038722
NZ_CP014402.1,prokaryote,4.50E-07,8.998230011
NZ_CP014407.1,prokaryote,3.93E-07,7.864206503
NZ_CP014409.1,prokaryote,4.62E-07,9.244756861
NZ_CP014412.1,prokaryote,4.49E-07,8.973577326
NZ_CP014415.1,prokaryote,4.09E-07,8.184691407
NZ_CP014420.1,prokaryote,3.72E-07,7.445110859
NZ_CP014423.1,prokaryote,4.06E-07,8.110733353
NZ_CP014426.1,prokaryote,4.61E-07,9.220104176
NZ_CP014429.1,prokaryote,3.75E-07,7.494416228
NZ_CP014432.1,prokaryote,4.52E-07,9.047535381
NZ_CP014435.1,prokaryote,4.36E-07,8.727050477
NZ_CP014438.1,prokaryote,4.23E-07,8.455870942
NZ_CP014441.1,prokaryote,3.97E-07,7.938164558
NZ_CP014444.1,prokaryote,4.46E-07,8.924271956
NZ_CP014471.1,prokaryote,1.53E-06,30.54467667
NZ_CP014474.1,prokaryote,1.06E-05,212.3828809
NZ_CP014475.1,prokaryote,5.07E-06,101.495104
NZ_CP014476.1,prokaryote,1.79E-05,357.3406685
NZ_CP014477.1,prokaryote,7.06E-06,141.1366214
NZ_CP014485.1,prokaryote,2.90E-06,57.93380966
NZ_CP014486.1,prokaryote,5.63E-06,112.6134649
NZ_CP014488.1,prokaryote,4.77E-07,9.54058908
NZ_CP014495.1,prokaryote,4.96E-07,9.910379355
NZ_CP014497.1,prokaryote,2.56E-07,5.127758472
NZ_CP014504.1,prokaryote,4.81E-05,962.8599166
NZ_CP014505.1,prokaryote,4.31E-06,86.21043931
NZ_CP014506.1,prokaryote,3.90E-06,78.09970596
NZ_CP014507.1,prokaryote,1.60E-06,31.94987971
NZ_CP014513.1,prokaryote,3.78E-06,75.56047941
NZ_CP014517.1,prokaryote,7.39E-06,147.7681937
NZ_CP014518.1,prokaryote,3.84E-06,76.84241903
NZ_CP014522.1,prokaryote,3.56E-07,7.124625954
NZ_CP014525.1,prokaryote,7.04E-06,140.8161365
NZ_CP014528.1,prokaryote,2.53E-06,50.63661491
NZ_CP014529.1,prokaryote,1.36E-06,27.26586957
NZ_CP014536.1,prokaryote,2.61E-07,5.226369212
NZ_CP014538.1,prokaryote,1.08E-06,21.52179397
NZ_CP014539.1,prokaryote,8.46E-07,16.91174188
NZ_CP014540.1,prokaryote,1.77E-06,35.40125561
NZ_CP014541.1,prokaryote,7.10E-07,14.19994654
NZ_CP014542.1,prokaryote,1.23E-06,24.62803228
NZ_CP014543.1,prokaryote,2.42E-07,4.831926253
NZ_CP014544.1,prokaryote,1.11E-05,222.6630506
NZ_CP014545.1,prokaryote,9.81E-06,196.260025
NZ_CP014546.1,prokaryote,9.11E-06,182.1586892
NZ_CP014566.1,prokaryote,4.28E-07,8.554481682
NZ_CP014568.1,prokaryote,1.01E-05,202.595765
NZ_CP014578.1,prokaryote,6.76E-06,135.1706716
NZ_CP014579.1,prokaryote,8.73E-06,174.6149676
NZ_CP014583.1,prokaryote,7.78E-07,15.55584421
NZ_CP014595.1,prokaryote,3.97E-06,79.38164558
NZ_CP014596.1,prokaryote,2.52E-06,50.46404612
NZ_CP014606.1,prokaryote,1.94E-05,388.4030516
NZ_CP014608.1,prokaryote,1.29E-05,258.1382642
NZ_CP014609.1,prokaryote,2.92E-05,583.9974541
NZ_CP014610.1,prokaryote,3.97E-06,79.43095095
NZ_CP014611.1,prokaryote,3.76E-06,75.26464719
NZ_CP014616.1,prokaryote,3.60E-05,720.1049277
NZ_CP014618.1,prokaryote,2.34E-06,46.76614337
NZ_CP014620.1,prokaryote,1.82E-07,3.648597374
NZ_CP014621.2,prokaryote,3.71E-07,7.420458174
NZ_CP014623.1,prokaryote,3.21E-06,64.29420238
NZ_CP014634.1,prokaryote,3.59E-06,71.86257666
NZ_CP014635.1,prokaryote,2.85E-06,57.02166032
NZ_CP014636.1,prokaryote,5.69E-06,113.7228357
NZ_CP014637.1,prokaryote,3.30E-06,65.99523764
NZ_CP014641.1,prokaryote,1.84E-07,3.673250059
NZ_CP014642.1,prokaryote,1.36E-07,2.711795346
NZ_CP014643.1,prokaryote,1.18E-05,236.6904283
NZ_CP014646.1,prokaryote,5.21E-06,104.231552
NZ_CP014647.1,prokaryote,2.03E-07,4.067693019
NZ_CP014657.1,prokaryote,2.34E-07,4.684010143
NZ_CP014659.2,prokaryote,4.47E-07,8.948924641
NZ_CP014661.1,prokaryote,2.53E-07,5.053800417
NZ_CP014663.2,prokaryote,3.82E-07,7.642332338
NZ_CP014664.1,prokaryote,6.50E-07,12.99196498
NZ_CP014665.1,prokaryote,2.65E-07,5.300327267
NZ_CP014666.2,prokaryote,4.01E-07,8.012122613
NZ_CP014667.1,prokaryote,6.02E-07,12.03051026
NZ_CP014671.1,prokaryote,6.22E-06,124.4960591
NZ_CP014672.1,prokaryote,1.33E-05,266.3969137
NZ_CP014673.1,prokaryote,1.32E-05,263.2660227
NZ_CP014674.1,prokaryote,5.41E-06,108.2006343
NZ_CP014681.1,prokaryote,5.01E-06,100.163859
NZ_CP014687.1,prokaryote,1.10E-05,220.0005606
NZ_CP014689.1,prokaryote,6.98E-06,139.6328076
NZ_CP014691.1,prokaryote,6.79E-06,135.7869888
NZ_CP014692.1,prokaryote,1.12E-05,223.2793677
NZ_CP014693.1,prokaryote,6.78E-06,135.5404619
NZ_CP014696.2,prokaryote,2.15E-06,42.99428257
NZ_CP014699.1,prokaryote,1.61E-05,322.9748257
NZ_CP014700.1,prokaryote,1.84E-06,36.80645865
NZ_CP014702.1,prokaryote,3.07E-06,61.3112275
NZ_CP014704.1,prokaryote,1.90E-05,379.5527377
NZ_CP014705.1,prokaryote,3.63E-06,72.57750453
NZ_CP014742.1,prokaryote,8.34E-07,16.68986772
NZ_CP014744.1,prokaryote,8.48E-07,16.96104725
NZ_CP014750.1,prokaryote,5.97E-06,119.3929533
NZ_CP014754.1,prokaryote,1.23E-05,245.24491
NZ_CP014755.1,prokaryote,2.88E-07,5.768728281
NZ_CP014759.1,prokaryote,1.46E-06,29.11482094
NZ_CP014760.1,prokaryote,1.48E-06,29.53391658
NZ_CP014761.1,prokaryote,3.77E-06,75.46186867
NZ_CP014762.1,prokaryote,5.77E-07,11.53745656
NZ_CP014766.1,prokaryote,2.68E-05,536.0233291
NZ_CP014768.1,prokaryote,3.02E-07,6.039907816
NZ_CP014771.1,prokaryote,1.95E-05,389.0933268
NZ_CP014773.1,prokaryote,3.58E-05,716.7028572
NZ_CP014774.1,prokaryote,9.53E-06,190.6145601
NZ_CP014780.1,prokaryote,1.14E-06,22.80373359
NZ_CP014781.1,prokaryote,3.97E-06,79.38164558
NZ_CP014782.1,prokaryote,2.47E-05,493.7686271
NZ_CP014783.1,prokaryote,2.94E-06,58.845959
NZ_CP014784.1,prokaryote,6.13E-06,122.5484969
NZ_CP014786.1,prokaryote,8.06E-06,161.277865
NZ_CP014790.1,prokaryote,6.06E-07,12.129121
NZ_CP014791.1,prokaryote,2.18E-06,43.51198896
NZ_CP014793.1,prokaryote,4.61E-06,92.22569444
NZ_CP014794.1,prokaryote,5.45E-06,108.9648675
NZ_CP014795.1,prokaryote,3.70E-06,74.08131831
NZ_CP014796.1,prokaryote,6.48E-06,129.6731229
NZ_CP014805.2,prokaryote,6.30E-06,126.0491782
NZ_CP014806.1,prokaryote,2.73E-05,545.2927387
NZ_CP014835.1,prokaryote,1.67E-05,334.8327672
NZ_CP014839.1,prokaryote,4.21E-06,84.2628772
NZ_CP014840.1,prokaryote,1.32E-05,264.5233096
NZ_CP014841.1,prokaryote,8.32E-06,166.3070128
NZ_CP014842.1,prokaryote,3.19E-06,63.776496
NZ_CP014847.1,prokaryote,9.22E-06,184.3527781
NZ_CP014854.1,prokaryote,5.26E-06,105.2916175
NZ_CP014855.1,prokaryote,8.03E-06,160.6862006
NZ_CP014856.1,prokaryote,1.19E-05,237.9970206
NZ_CP014859.1,prokaryote,6.20E-06,123.9290473
NZ_CP014861.1,prokaryote,1.00E-05,200.3523707
NZ_CP014862.1,prokaryote,5.81E-06,116.2127569
NZ_CP014864.1,prokaryote,1.29E-05,258.1136116
NZ_CP014865.1,prokaryote,1.00E-05,200.0318858
NZ_CP014866.1,prokaryote,8.15E-07,16.29542476
NZ_CP014867.1,prokaryote,7.85E-06,156.9389925
NZ_CP014869.1,prokaryote,5.31E-06,106.1051561
NZ_CP014870.1,prokaryote,9.80E-06,195.9148874
NZ_CP014872.1,prokaryote,8.06E-06,161.1546016
NZ_CP014873.1,prokaryote,3.81E-06,76.10283848
NZ_CP014881.1,prokaryote,3.48E-06,69.54522428
NZ_CP014890.1,prokaryote,3.35E-06,67.07995578
NZ_CP014899.1,prokaryote,3.81E-06,76.20144922
NZ_CP014907.1,prokaryote,8.29E-06,165.7646537
NZ_CP014912.1,prokaryote,5.24E-06,104.8478691
NZ_CP014915.1,prokaryote,5.70E-06,114.092626
NZ_CP014924.1,prokaryote,5.59E-06,111.8738844
NZ_CP014933.1,prokaryote,7.13E-06,142.6404352
NZ_CP014936.1,prokaryote,6.82E-06,136.3540005
NZ_CP014941.1,prokaryote,3.30E-06,66.0691957
NZ_CP014943.1,prokaryote,2.88E-05,576.9960915
NZ_CP014944.1,prokaryote,2.82E-05,563.264546
NZ_CP014945.1,prokaryote,1.61E-05,322.0626763
NZ_CP014947.1,prokaryote,1.27E-05,254.4650142
NZ_CP014948.1,prokaryote,5.65E-07,11.29092971
NZ_CP014949.1,prokaryote,5.39E-06,107.8061913
NZ_CP014950.1,prokaryote,3.21E-06,64.29420238
NZ_CP014951.1,prokaryote,1.16E-06,23.22282923
NZ_CP014952.1,prokaryote,9.92E-07,19.84541139
NZ_CP014953.1,prokaryote,1.02E-06,20.33846509
NZ_CP014954.1,prokaryote,1.06E-06,21.22596175
NZ_CP014955.1,prokaryote,9.97E-07,19.94402213
NZ_CP014956.1,prokaryote,9.27E-07,18.53881909
NZ_CP014957.1,prokaryote,9.55E-07,19.10583085
NZ_CP014958.1,prokaryote,1.32E-06,26.45233096
NZ_CP014959.1,prokaryote,7.98E-07,15.95028717
NZ_CP014960.1,prokaryote,1.01E-06,20.1658963
NZ_CP014961.1,prokaryote,1.66E-06,33.18251396
NZ_CP014963.1,prokaryote,1.06E-05,212.3828809
NZ_CP014965.1,prokaryote,1.86E-07,3.722555429
NZ_CP014967.1,prokaryote,3.55E-07,7.099973269
NZ_CP014969.1,prokaryote,3.55E-07,7.099973269
NZ_CP014971.2,prokaryote,1.81E-07,3.623944689
NZ_CP014975.1,prokaryote,3.09E-07,6.187823925
NZ_CP014977.1,prokaryote,1.74E-07,3.47602858
NZ_CP014979.2,prokaryote,3.17E-07,6.335740035
NZ_CP014981.1,prokaryote,1.74E-07,3.47602858
NZ_CP014982.2,prokaryote,2.74E-07,5.472896062
NZ_CP014983.1,prokaryote,1.91E-07,3.821166169
NZ_CP014984.1,prokaryote,2.00E-06,39.96200232
NZ_CP014985.1,prokaryote,3.16E-06,63.23413693
NZ_CP014989.1,prokaryote,2.63E-06,52.65813508
NZ_CP014990.1,prokaryote,2.24E-06,44.76927589
NZ_CP014991.1,prokaryote,1.23E-05,245.0476885
NZ_CP014994.1,prokaryote,5.25E-07,10.50204379
NZ_CP014996.1,prokaryote,6.35E-07,12.69613276
NZ_CP014998.1,prokaryote,3.64E-07,7.272542064
NZ_CP014999.1,prokaryote,7.58E-07,15.16140125
NZ_CP015001.1,prokaryote,6.75E-07,13.50967136
NZ_CP015002.1,prokaryote,7.94E-07,15.87632912
NZ_CP015003.1,prokaryote,6.75E-07,13.50967136
NZ_CP015004.1,prokaryote,2.60E-06,52.09112332
NZ_CP015005.1,prokaryote,1.06E-05,212.6540605
NZ_CP015010.1,prokaryote,1.37E-05,274.1378568
NZ_CP015012.1,prokaryote,2.98E-06,59.53623418
NZ_CP015016.1,prokaryote,4.51E-06,90.25347965
NZ_CP015017.1,prokaryote,4.51E-06,90.27813233
NZ_CP015018.1,prokaryote,4.80E-06,96.04686061
