NCBI Accession,type,proportion,number of bp
NZ_CP015185.1,prokaryote,1.41E-06,28.10406086
NZ_CP015186.1,prokaryote,1.29E-06,25.76205579
NZ_CP015187.1,prokaryote,1.63E-06,32.66480757
NZ_CP015188.1,prokaryote,1.33E-06,26.50163633
NZ_CP015189.1,prokaryote,1.43E-06,28.59711456
NZ_CP015190.1,prokaryote,1.40E-06,27.98079743
NZ_CP015191.1,prokaryote,1.63E-06,32.54154415
NZ_CP015192.1,prokaryote,1.31E-06,26.13184606
NZ_CP015193.1,prokaryote,3.49E-05,698.6570918
NZ_CP015196.1,prokaryote,8.80E-05,1759.831916
NZ_CP015199.1,prokaryote,0.000242077,4841.5408
NZ_CP015202.1,prokaryote,2.32E-05,463.5937407
NZ_CP015206.1,prokaryote,2.76E-05,551.3572992
NZ_CP015207.1,prokaryote,7.44E-05,1487.543011
NZ_CP015208.1,prokaryote,2.05E-05,409.3578338
NZ_CP015209.1,prokaryote,6.69E-06,133.8640793
NZ_CP015210.1,prokaryote,7.44E-06,148.7789537
NZ_CP015211.1,prokaryote,2.46E-06,49.1821065
NZ_CP015217.1,prokaryote,0.000133124,2662.489976
NZ_CP015218.1,prokaryote,1.65E-05,330.3459785
NZ_CP015219.1,prokaryote,1.84E-05,367.5715328
NZ_CP015220.1,prokaryote,2.21E-05,442.2691682
NZ_CP015222.1,prokaryote,8.76E-06,175.2805901
NZ_CP015224.1,prokaryote,5.66E-05,1132.421084
NZ_CP015226.1,prokaryote,7.83E-05,1565.075705
NZ_CP015227.1,prokaryote,2.87E-05,573.2981888
NZ_CP015228.1,prokaryote,4.25E-06,85.05176312
NZ_CP015229.1,prokaryote,1.44E-05,287.2037798
NZ_CP015230.1,prokaryote,3.51E-05,702.7247848
NZ_CP015235.1,prokaryote,2.54E-05,507.8453102
NZ_CP015238.2,prokaryote,6.85E-06,137.0689284
NZ_CP015240.1,prokaryote,3.00E-06,59.90602446
NZ_CP015241.1,prokaryote,4.99E-06,99.72011067
NZ_CP015243.1,prokaryote,2.72E-05,543.7149668
NZ_CP015244.1,prokaryote,2.82E-06,56.45464856
NZ_CP015247.1,prokaryote,2.70E-05,540.0170641
NZ_CP015249.1,prokaryote,2.25E-05,450.897608
NZ_CP015250.1,prokaryote,3.76E-05,751.6603645
NZ_CP015267.1,prokaryote,5.80E-06,115.9908827
NZ_CP015272.1,prokaryote,5.04E-06,100.7062181
NZ_CP015278.1,prokaryote,4.44E-06,88.74966586
NZ_CP015282.1,prokaryote,3.31E-05,661.6780644
NZ_CP015283.1,prokaryote,3.13E-05,626.3014615
NZ_CP015285.1,prokaryote,2.50E-05,499.3401339
NZ_CP015287.1,prokaryote,7.11E-06,142.1227288
NZ_CP015288.1,prokaryote,2.27E-06,45.48420376
NZ_CP015294.1,prokaryote,1.70E-06,34.02070525
NZ_CP015296.1,prokaryote,1.73E-06,34.63702237
NZ_CP015298.1,prokaryote,1.88E-06,37.59534457
NZ_CP015300.1,prokaryote,1.72E-06,34.39049552
NZ_CP015302.1,prokaryote,2.06E-06,41.29324731
NZ_CP015304.1,prokaryote,4.23E-06,84.55870942
NZ_CP015306.1,prokaryote,1.70E-06,34.02070525
NZ_CP015308.1,prokaryote,5.39E-06,107.8554967
NZ_CP015309.1,prokaryote,1.15E-06,23.05026044
NZ_CP015317.1,prokaryote,0.000116663,2333.253368
NZ_CP015318.1,prokaryote,6.06E-05,1212.419046
NZ_CP015338.1,prokaryote,1.25E-05,249.6084352
NZ_CP015342.1,prokaryote,7.79E-06,155.804969
NZ_CP015343.1,prokaryote,7.44E-06,148.7789537
NZ_CP015344.1,prokaryote,8.32E-06,166.4056235
NZ_CP015345.1,prokaryote,2.55E-05,509.817525
NZ_CP015346.1,prokaryote,2.74E-05,548.0291867
NZ_CP015347.1,prokaryote,1.89E-05,378.665241
NZ_CP015348.1,prokaryote,0.000141833,2836.661195
NZ_CP015349.1,prokaryote,6.59E-05,1318.918645
NZ_CP015350.1,prokaryote,4.76E-05,952.4564835
NZ_CP015362.1,prokaryote,1.75E-05,350.9309704
NZ_CP015363.1,prokaryote,7.73E-05,1545.10703
NZ_CP015364.1,prokaryote,1.14E-05,227.4210188
NZ_CP015367.1,prokaryote,2.96E-05,592.4040196
NZ_CP015371.1,prokaryote,3.53E-05,705.1900533
NZ_CP015375.1,prokaryote,1.21E-05,241.7195761
NZ_CP015376.1,prokaryote,4.52E-05,904.0139576
NZ_CP015377.1,prokaryote,9.74E-06,194.7562112
NZ_CP015378.1,prokaryote,0.000144237,2884.733931
NZ_CP015379.1,prokaryote,7.36E-05,1472.504873
NZ_CP015381.1,prokaryote,4.16E-05,831.7815906
NZ_CP015382.1,prokaryote,2.50E-06,49.92168705
NZ_CP015385.1,prokaryote,1.58E-06,31.55543675
NZ_CP015392.1,prokaryote,1.18E-06,23.66657756
NZ_CP015398.1,prokaryote,1.80E-05,360.668781
NZ_CP015399.2,prokaryote,0.000550094,11001.87698
NZ_CP015400.2,prokaryote,0.000181573,3631.463758
NZ_CP015401.2,prokaryote,0.047295936,945918.7147
NZ_CP015402.2,prokaryote,0.000446577,8931.544498
NZ_CP015403.2,prokaryote,0.000166307,3326.140255
NZ_CP015404.2,prokaryote,0.000229023,4580.468866
NZ_CP015405.2,prokaryote,0.000570919,11418.38409
NZ_CP015406.2,prokaryote,0.000460346,9206.914989
NZ_CP015407.2,prokaryote,1.85E-05,369.0506939
NZ_CP015408.2,prokaryote,4.94E-05,987.0935059
NZ_CP015409.2,prokaryote,0.000815572,16311.44901
NZ_CP015410.2,prokaryote,4.16E-05,832.3979077
NZ_CP015411.1,prokaryote,5.47E-05,1093.469841
NZ_CP015412.1,prokaryote,1.50E-05,299.4068589
NZ_CP015413.1,prokaryote,5.38E-05,1076.952543
NZ_CP015414.1,prokaryote,1.46E-05,292.9971608
NZ_CP015415.1,prokaryote,5.31E-05,1061.051561
NZ_CP015416.1,prokaryote,1.49E-05,297.0648538
NZ_CP015418.1,prokaryote,1.57E-05,314.814787
NZ_CP015421.1,prokaryote,1.58E-05,315.0613138
NZ_CP015423.1,prokaryote,9.41E-05,1882.479024
NZ_CP015424.1,prokaryote,8.07E-06,161.4750865
NZ_CP015425.1,prokaryote,1.33E-05,265.1396268
NZ_CP015426.1,prokaryote,8.43E-06,168.6243651
NZ_CP015427.1,prokaryote,8.30E-06,165.9125698
NZ_CP015428.1,prokaryote,7.75E-06,155.0653884
NZ_CP015429.1,prokaryote,1.33E-05,266.372261
NZ_CP015430.1,prokaryote,1.40E-05,280.7940817
NZ_CP015431.1,prokaryote,8.47E-06,169.4872091
NZ_CP015432.1,prokaryote,8.52E-06,170.4733165
NZ_CP015433.1,prokaryote,8.78E-06,175.5271169
NZ_CP015434.1,prokaryote,8.97E-06,179.3482831
NZ_CP015435.1,prokaryote,6.79E-05,1358.239678
NZ_CP015436.1,prokaryote,6.64E-05,1327.423822
NZ_CP015438.1,prokaryote,8.40E-05,1679.464163
NZ_CP015442.1,prokaryote,2.13E-05,425.0122887
NZ_CP015443.1,prokaryote,1.10E-05,219.1623693
NZ_CP015444.1,prokaryote,2.90E-05,579.2148332
NZ_CP015447.1,prokaryote,8.66E-06,173.1851119
NZ_CP015455.1,prokaryote,4.74E-05,947.8957368
NZ_CP015483.1,prokaryote,3.70E-06,74.08131831
NZ_CP015495.1,prokaryote,6.06E-06,121.29121
NZ_CP015496.1,prokaryote,1.79E-05,357.5871954
NZ_CP015498.1,prokaryote,2.08E-05,415.3977416
NZ_CP015500.1,prokaryote,1.89E-06,37.84187142
NZ_CP015506.1,prokaryote,0.000186528,3730.567552
NZ_CP015511.1,prokaryote,2.50E-05,500.9425584
NZ_CP015512.1,prokaryote,2.57E-05,513.2689009
NZ_CP015513.1,prokaryote,1.05E-05,209.5478222
NZ_CP015515.1,prokaryote,1.44E-05,288.1898872
NZ_CP015516.1,prokaryote,8.46E-05,1691.543979
NZ_CP015519.1,prokaryote,6.41E-05,1281.076774
NZ_CP015520.1,prokaryote,3.81E-05,762.261019
NZ_CP015521.1,prokaryote,1.33E-05,266.372261
NZ_CP015528.1,prokaryote,8.63E-06,172.6920582
NZ_CP015529.1,prokaryote,2.37E-05,474.1943952
NZ_CP015557.1,prokaryote,2.11E-05,421.9307031
NZ_CP015568.1,prokaryote,1.07E-05,213.3689883
NZ_CP015574.1,prokaryote,4.68E-06,93.68020286
NZ_CP015575.1,prokaryote,4.72E-05,944.0745706
NZ_CP015576.1,prokaryote,5.78E-05,1155.471344
NZ_CP015577.1,prokaryote,4.20E-05,839.7937132
NZ_CP015578.1,prokaryote,6.16E-05,1231.031824
NZ_CP015579.1,prokaryote,5.40E-05,1080.403918
NZ_CP015581.1,prokaryote,5.44E-05,1088.662568
NZ_CP015583.1,prokaryote,2.92E-05,583.6523165
NZ_CP015584.1,prokaryote,6.30E-06,126.0984836
NZ_CP015588.1,prokaryote,3.04E-05,607.5654209
NZ_CP015589.1,prokaryote,4.97E-05,993.0101503
NZ_CP015593.1,prokaryote,5.51E-06,110.1975018
NZ_CP015594.1,prokaryote,5.74E-05,1147.582485
NZ_CP015596.1,prokaryote,3.00E-05,600.2928788
NZ_CP015600.1,prokaryote,5.06E-05,1012.362508
NZ_CP015603.1,prokaryote,3.61E-05,721.8306157
NZ_CP015604.1,prokaryote,2.57E-05,514.1317449
NZ_CP015605.1,prokaryote,2.76E-05,551.3572992
NZ_CP015606.1,prokaryote,2.03E-05,406.3995116
NZ_CP015607.1,prokaryote,6.71E-05,1341.599116
NZ_CP015610.1,prokaryote,3.93E-05,786.5439137
NZ_CP015611.1,prokaryote,3.85E-05,770.3964051
NZ_CP015612.1,prokaryote,1.95E-05,389.1426321
NZ_CP015613.1,prokaryote,5.34E-05,1068.447366
NZ_CP015614.1,prokaryote,3.23E-05,645.5305557
NZ_CP015615.1,prokaryote,6.88E-05,1376.605928
NZ_CP015622.1,prokaryote,4.13E-05,826.3579999
NZ_CP015625.1,prokaryote,8.25E-05,1650.004205
NZ_CP015626.1,prokaryote,5.17E-05,1033.31729
NZ_CP015637.1,prokaryote,3.51E-05,701.615414
NZ_CP015638.1,prokaryote,3.31E-05,662.0478547
NZ_CP015639.1,prokaryote,2.71E-05,541.4962252
NZ_CP015641.1,prokaryote,6.43E-05,1286.746892
NZ_CP015645.1,prokaryote,3.39E-06,67.79488365
NZ_CP015646.1,prokaryote,3.05E-06,61.01539528
NZ_CP015724.1,prokaryote,3.10E-06,62.00150268
NZ_CP015726.1,prokaryote,4.97E-05,994.9823651
NZ_CP015727.1,prokaryote,3.82E-05,764.7262875
NZ_CP015731.1,prokaryote,5.61E-05,1121.573902
NZ_CP015732.1,prokaryote,3.69E-05,737.7315975
NZ_CP015736.1,prokaryote,3.50E-05,700.5060432
NZ_CP015749.1,prokaryote,6.75E-05,1350.597346
NZ_CP015750.1,prokaryote,7.33E-05,1465.478858
NZ_CP015753.1,prokaryote,3.78E-06,75.68374283
NZ_CP015756.1,prokaryote,0.00021944,4388.79424
NZ_CP015759.1,prokaryote,1.85E-07,3.697902744
NZ_CP015760.1,prokaryote,7.40E-08,1.479161098
NZ_CP015761.1,prokaryote,1.66E-07,3.32811247
NZ_CP015762.1,prokaryote,1.17E-07,2.342005071
NZ_CP015763.1,prokaryote,1.11E-07,2.218741647
NZ_CP015764.1,prokaryote,1.11E-07,2.218741647
NZ_CP015765.1,prokaryote,1.36E-07,2.711795346
NZ_CP015766.1,prokaryote,2.03E-07,4.067693019
NZ_CP015767.1,prokaryote,1.54E-07,3.08158562
NZ_CP015768.1,prokaryote,1.36E-07,2.711795346
NZ_CP015769.1,prokaryote,1.48E-07,2.958322195
NZ_CP015770.1,prokaryote,2.47E-07,4.930536992
NZ_CP015771.1,prokaryote,1.60E-07,3.204849045
NZ_CP015772.1,prokaryote,0.000259069,5181.378062
NZ_CP015773.2,prokaryote,5.61E-07,11.21697166
NZ_CP015774.2,prokaryote,5.17E-05,1033.194027
NZ_CP015775.1,prokaryote,4.11E-05,821.4274629
NZ_CP015776.1,prokaryote,2.15E-05,430.8056697
NZ_CP015779.1,prokaryote,1.41E-05,281.6569257
NZ_CP015780.1,prokaryote,2.50E-05,500.3262413
NZ_CP015796.1,prokaryote,2.61E-05,522.0206041
NZ_CP015810.1,prokaryote,1.46E-05,292.8738974
NZ_CP015817.1,prokaryote,5.15E-06,102.9249597
NZ_CP015820.1,prokaryote,4.33E-05,865.4325056
NZ_CP015821.1,prokaryote,4.95E-05,990.9146721
NZ_CP015822.1,prokaryote,1.06E-06,21.20130907
NZ_CP015831.1,prokaryote,2.14E-06,42.89567183
NZ_CP015832.1,prokaryote,1.86E-06,37.22555429
NZ_CP015834.1,prokaryote,3.39E-06,67.79488365
NZ_CP015839.1,prokaryote,6.92E-05,1383.015626
NZ_CP015840.1,prokaryote,2.16E-05,432.4080942
NZ_CP015842.1,prokaryote,2.56E-06,51.1543213
NZ_CP015843.2,prokaryote,2.87E-06,57.31749254
NZ_CP015846.1,prokaryote,2.33E-06,46.59357458
NZ_CP015848.1,prokaryote,3.70E-05,739.9503391
NZ_CP015849.1,prokaryote,2.35E-05,469.0173314
NZ_CP015850.1,prokaryote,5.88E-06,117.5933073
NZ_CP015852.1,prokaryote,4.07E-05,814.5247111
NZ_CP015857.1,prokaryote,5.63E-06,112.5395069
NZ_CP015863.1,prokaryote,2.63E-05,526.4580874
NZ_CP015864.1,prokaryote,3.00E-05,599.0602446
NZ_CP015866.1,prokaryote,2.16E-05,431.5452503
NZ_CP015876.1,prokaryote,2.51E-05,501.3123487
NZ_CP015877.1,prokaryote,2.16E-06,43.14219868
NZ_CP015878.1,prokaryote,3.94E-05,787.776548
NZ_CP015880.1,prokaryote,3.19E-05,637.1486428
NZ_CP015883.1,prokaryote,3.81E-05,761.7679653
NZ_CP015886.1,prokaryote,5.07E-06,101.4457986
NZ_CP015894.1,prokaryote,2.05E-05,409.4810972
NZ_CP015896.1,prokaryote,1.29E-05,258.8531921
NZ_CP015897.1,prokaryote,1.74E-05,347.2330677
NZ_CP015899.1,prokaryote,2.16E-05,432.2848308
NZ_CP015900.1,prokaryote,2.31E-05,462.1145796
NZ_CP015901.1,prokaryote,2.44E-05,488.4929525
NZ_CP015902.1,prokaryote,3.07E-05,613.6053287
NZ_CP015903.1,prokaryote,2.31E-05,461.6215259
NZ_CP015904.1,prokaryote,2.19E-05,438.3247386
NZ_CP015905.1,prokaryote,1.44E-05,288.8062043
NZ_CP015906.1,prokaryote,1.37E-05,274.0145934
NZ_CP015907.1,prokaryote,1.96E-05,391.731164
NZ_CP015908.1,prokaryote,1.57E-05,313.8286796
NZ_CP015909.1,prokaryote,3.29E-05,658.966269
NZ_CP015910.2,prokaryote,0.00016317,3263.399172
NZ_CP015911.1,prokaryote,5.57E-06,111.430136
NZ_CP015912.1,prokaryote,3.30E-06,66.0691957
NZ_CP015918.1,prokaryote,2.19E-05,437.3386312
NZ_CP015923.1,prokaryote,2.53E-06,50.53800417
NZ_CP015924.1,prokaryote,3.09E-06,61.75497583
NZ_CP015925.1,prokaryote,3.74E-06,74.82089886
NZ_CP015926.1,prokaryote,4.16E-06,83.20281175
NZ_CP015927.1,prokaryote,3.84E-06,76.79311366
NZ_CP015928.1,prokaryote,3.90E-06,77.90248448
NZ_CP015929.1,prokaryote,4.51E-06,90.10556354
NZ_CP015930.1,prokaryote,4.15E-06,83.07954832
NZ_CP015931.1,prokaryote,4.06E-06,81.23059695
NZ_CP015932.1,prokaryote,5.06E-06,101.1992718
NZ_CP015933.1,prokaryote,3.57E-06,71.49278639
NZ_CP015934.1,prokaryote,3.91E-06,78.14901133
NZ_CP015935.1,prokaryote,4.10E-06,81.9701775
NZ_CP015936.1,prokaryote,4.04E-06,80.86080668
NZ_CP015937.1,prokaryote,3.54E-06,70.75320584
NZ_CP015938.1,prokaryote,4.17E-06,83.32607517
NZ_CP015939.1,prokaryote,4.05E-06,80.9840701
NZ_CP015941.1,prokaryote,5.50E-06,109.9509749
NZ_CP015944.1,prokaryote,4.12E-06,82.33996777
NZ_CP015945.1,prokaryote,3.70E-06,73.95805489
NZ_CP015946.1,prokaryote,4.06E-06,81.10733353
NZ_CP015947.1,prokaryote,3.59E-06,71.86257666
NZ_CP015949.1,prokaryote,5.01E-06,100.2131644
NZ_CP015950.1,prokaryote,4.08E-06,81.60038722
NZ_CP015951.1,prokaryote,3.99E-06,79.75143585
NZ_CP015953.1,prokaryote,3.51E-06,70.13688872
NZ_CP015954.1,prokaryote,4.28E-06,85.66808024
NZ_CP015955.1,prokaryote,3.93E-06,78.64206503
NZ_CP015956.1,prokaryote,3.83E-06,76.54658681
NZ_CP015961.1,prokaryote,2.22E-05,443.2552756
NZ_CP015963.1,prokaryote,4.69E-05,938.7742434
NZ_CP015964.1,prokaryote,5.51E-06,110.1975018
NZ_CP015965.1,prokaryote,5.06E-06,101.1992718
NZ_CP015966.1,prokaryote,5.13E-06,102.6784329
NZ_CP015970.1,prokaryote,9.60E-06,192.0444159
NZ_CP015971.1,prokaryote,0.000179663,3593.252097
NZ_CP015972.1,prokaryote,6.19E-06,123.7564785
NZ_CP015975.1,prokaryote,9.61E-06,192.2909427
NZ_CP015986.1,prokaryote,2.20E-05,440.2969534
NZ_CP015987.1,prokaryote,1.53E-05,305.6932935
NZ_CP015990.1,prokaryote,3.43E-06,68.65772762
NZ_CP015992.1,prokaryote,4.68E-05,936.925292
NZ_CP015995.1,prokaryote,3.49E-06,69.76709844
NZ_CP016007.1,prokaryote,5.19E-06,103.7878037
NZ_CP016010.1,prokaryote,1.83E-06,36.60923717
NZ_CP016012.1,prokaryote,1.93E-06,38.58145197
NZ_CP016014.1,prokaryote,2.47E-06,49.42863335
NZ_CP016015.1,prokaryote,4.95E-06,98.98053012
NZ_CP016016.1,prokaryote,4.77E-06,95.4058908
NZ_CP016017.1,prokaryote,5.16E-06,103.29475
NZ_CP016018.1,prokaryote,5.49E-07,10.97044481
NZ_CP016019.1,prokaryote,9.64E-06,192.7839964
NZ_CP016020.1,prokaryote,0.000160514,3210.272636
NZ_CP016022.1,prokaryote,2.29E-05,457.8003597
NZ_CP016023.1,prokaryote,1.47E-05,294.7228487
NZ_CP016026.1,prokaryote,7.78E-06,155.6817055
NZ_CP016027.1,prokaryote,3.32E-05,664.75965
NZ_CP016028.1,prokaryote,1.83E-05,365.9691083
NZ_CP016029.2,prokaryote,1.17E-05,234.9400877
NZ_CP016030.2,prokaryote,1.39E-05,278.2055498
NZ_CP016033.1,prokaryote,2.28E-05,455.8281449
NZ_CP016043.1,prokaryote,4.22E-05,843.6148794
NZ_CP016044.1,prokaryote,3.76E-05,752.1534182
NZ_CP016070.1,prokaryote,9.37E-06,187.3604057
NZ_CP016071.1,prokaryote,6.33E-06,126.5915373
NZ_CP016072.1,prokaryote,7.30E-05,1459.80874
NZ_CP016073.1,prokaryote,5.62E-05,1123.915907
NZ_CP016076.1,prokaryote,1.87E-05,373.1183869
NZ_CP016077.1,prokaryote,2.01E-05,401.8387649
NZ_CP016079.1,prokaryote,5.76E-05,1152.759549
NZ_CP016086.1,prokaryote,0.000130055,2601.10479
NZ_CP016087.1,prokaryote,0.000428951,8579.011103
NZ_CP016089.1,prokaryote,0.000131288,2625.757475
NZ_CP016090.1,prokaryote,0.00026954,5390.802621
NZ_CP016091.1,prokaryote,0.000136976,2739.529616
NZ_CP016092.1,prokaryote,0.000130061,2601.228054
NZ_CP016094.1,prokaryote,3.68E-05,735.3895924
NZ_CP016095.1,prokaryote,1.61E-05,322.8269096
NZ_CP016159.1,prokaryote,4.28E-06,85.66808024
NZ_CP016162.1,prokaryote,4.17E-05,833.1374883
NZ_CP016163.1,prokaryote,7.08E-06,141.6296751
NZ_CP016170.1,prokaryote,2.69E-05,538.7844298
NZ_CP016171.1,prokaryote,2.56E-05,511.4199495
NZ_CP016172.1,prokaryote,5.03E-05,1006.815654
NZ_CP016174.1,prokaryote,5.00E-05,1000.159429
NZ_CP016175.1,prokaryote,1.18E-05,236.5425122
NZ_CP016176.1,prokaryote,0.000143078,2861.560407
NZ_CP016177.1,prokaryote,6.14E-05,1228.689819
NZ_CP016178.1,prokaryote,3.88E-05,775.9432592
NZ_CP016182.2,prokaryote,1.20E-06,24.03636784
NZ_CP016188.1,prokaryote,5.37E-06,107.4857064
NZ_CP016189.1,prokaryote,2.10E-05,420.6980689
NZ_CP016190.1,prokaryote,4.96E-06,99.22705697
NZ_CP016191.1,prokaryote,4.21E-06,84.18891915
NZ_CP016192.1,prokaryote,5.65E-06,113.0325606
NZ_CP016193.1,prokaryote,8.33E-06,166.6521503
NZ_CP016210.1,prokaryote,3.12E-05,623.3431393
NZ_CP016212.1,prokaryote,3.19E-05,637.6416965
NZ_CP016213.1,prokaryote,4.65E-06,92.94062231
NZ_CP016214.1,prokaryote,2.74E-06,54.72896062
NZ_CP016223.1,prokaryote,7.17E-06,143.4786265
NZ_CP016224.1,prokaryote,2.38E-05,475.3037661
NZ_CP016225.1,prokaryote,7.53E-06,150.6279051
NZ_CP016268.1,prokaryote,5.68E-05,1135.87246
NZ_CP016269.1,prokaryote,0.000254126,5082.520795
NZ_CP016270.1,prokaryote,4.42E-06,88.37987559
NZ_CP016273.1,prokaryote,1.27E-05,254.0459185
NZ_CP016277.1,prokaryote,9.13E-05,1825.901112
NZ_CP016278.1,prokaryote,3.32E-05,663.6502792
NZ_CP016279.1,prokaryote,4.61E-05,922.5034713
NZ_CP016282.1,prokaryote,2.31E-05,461.9913162
NZ_CP016294.1,prokaryote,2.58E-05,515.7341694
NZ_CP016295.1,prokaryote,1.53E-05,305.816557
NZ_CP016298.1,prokaryote,3.64E-06,72.72542064
NZ_CP016300.1,prokaryote,3.32E-06,66.43898597
NZ_CP016303.1,prokaryote,6.09E-05,1217.103057
NZ_CP016304.1,prokaryote,7.72E-06,154.4490713
NZ_CP016305.1,prokaryote,4.47E-05,893.6598299
NZ_CP016306.1,prokaryote,3.82E-05,763.6169167
NZ_CP016307.1,prokaryote,5.72E-05,1143.391529
NZ_CP016308.1,prokaryote,2.09E-05,417.0001661
NZ_CP016312.1,prokaryote,1.33E-05,266.1257342
NZ_CP016315.1,prokaryote,2.53E-05,506.612676
NZ_CP016316.1,prokaryote,6.92E-05,1383.385417
NZ_CP016318.1,prokaryote,8.68E-05,1735.179231
NZ_CP016320.1,prokaryote,1.57E-05,314.0752064
NZ_CP016321.1,prokaryote,2.20E-05,439.9271631
NZ_CP016322.1,prokaryote,7.61E-06,152.2303296
NZ_CP016324.1,prokaryote,4.94E-06,98.8572667
NZ_CP016325.1,prokaryote,1.80E-06,35.99292004
NZ_CP016328.1,prokaryote,5.07E-05,1014.95104
NZ_CP016329.1,prokaryote,2.42E-05,484.5485229
NZ_CP016335.1,prokaryote,5.49E-06,109.7044481
NZ_CP016337.1,prokaryote,5.15E-05,1029.372861
NZ_CP016338.1,prokaryote,1.91E-07,3.821166169
NZ_CP016341.1,prokaryote,1.26E-05,251.7039135
NZ_CP016342.1,prokaryote,6.13E-06,122.6471077
NZ_CP016345.1,prokaryote,2.55E-05,510.4338421
NZ_CP016346.1,prokaryote,1.45E-05,289.7923117
NZ_CP016347.1,prokaryote,3.78E-05,755.8513209
NZ_CP016348.1,prokaryote,1.76E-05,352.4101315
NZ_CP016349.1,prokaryote,3.49E-05,698.9036187
NZ_CP016350.1,prokaryote,2.25E-05,449.7882371
NZ_CP016351.1,prokaryote,3.73E-05,745.0041396
NZ_CP016352.1,prokaryote,1.76E-05,352.0403413
NZ_CP016353.1,prokaryote,3.97E-05,793.3234021
NZ_CP016357.1,prokaryote,1.79E-06,35.86965662
NZ_CP016358.1,prokaryote,4.13E-06,82.58649462
NZ_CP016359.1,prokaryote,0.000163139,3262.782855
NZ_CP016360.1,prokaryote,3.10E-05,620.1382902
NZ_CP016364.1,prokaryote,3.32E-05,663.0339621
NZ_CP016370.1,prokaryote,4.77E-05,953.9356446
NZ_CP016371.1,prokaryote,5.87E-06,117.4700438
NZ_CP016372.1,prokaryote,6.07E-05,1214.391261
NZ_CP016373.1,prokaryote,4.15E-05,829.4395856
NZ_CP016374.1,prokaryote,7.60E-05,1519.098447
NZ_CP016376.1,prokaryote,8.96E-05,1791.017562
NZ_CP016377.1,prokaryote,0.00016476,3295.201135
NZ_CP016378.1,prokaryote,0.000102814,2056.280453
NZ_CP016380.1,prokaryote,2.09E-05,418.109537
NZ_CP016383.1,prokaryote,3.60E-05,719.4886106
NZ_CP016384.1,prokaryote,1.89E-05,377.3093433
NZ_CP016385.1,prokaryote,1.16E-06,23.17352386
NZ_CP016391.1,prokaryote,3.43E-06,68.65772762
NZ_CP016392.1,prokaryote,1.35E-05,270.8097443
NZ_CP016393.1,prokaryote,1.04E-05,207.0825537
NZ_CP016394.1,prokaryote,8.36E-06,167.145204
NZ_CP016395.1,prokaryote,7.86E-06,157.1608666
NZ_CP016396.1,prokaryote,8.12E-06,162.4611939
NZ_CP016397.1,prokaryote,0.000100669,2013.384781
NZ_CP016398.1,prokaryote,7.62E-06,152.4768565
NZ_CP016400.1,prokaryote,4.55E-05,910.4236557
NZ_CP016404.1,prokaryote,2.23E-06,44.62135978
NZ_CP016406.1,prokaryote,2.02E-06,40.43040334
NZ_CP016408.1,prokaryote,1.54E-06,30.8158562
NZ_CP016410.1,prokaryote,2.22E-06,44.37483293
NZ_CP016412.1,prokaryote,2.06E-06,41.29324731
NZ_CP016414.1,prokaryote,6.57E-05,1313.002001
NZ_CP016415.1,prokaryote,2.26E-05,452.2535056
NZ_CP016428.1,prokaryote,7.24E-05,1447.852188
NZ_CP016431.1,prokaryote,1.78E-05,356.2312977
NZ_CP016432.1,prokaryote,5.41E-05,1082.499397
NZ_CP016433.1,prokaryote,1.75E-05,350.5611802
NZ_CP016438.1,prokaryote,4.14E-05,827.0975805
NZ_CP016439.1,prokaryote,8.02E-06,160.3657157
NZ_CP016440.1,prokaryote,3.24E-05,648.2423511
NZ_CP016442.1,prokaryote,1.38E-05,276.8496521
NZ_CP016443.1,prokaryote,1.28E-05,256.0181333
NZ_CP016444.1,prokaryote,7.61E-06,152.2303296
NZ_CP016447.1,prokaryote,3.29E-05,658.1034251
NZ_CP016448.1,prokaryote,3.54E-05,708.8879561
NZ_CP016449.1,prokaryote,3.68E-05,736.9920169
NZ_CP016450.1,prokaryote,3.68E-05,736.0059095
NZ_CP016456.1,prokaryote,4.02E-05,803.3077395
NZ_CP016460.1,prokaryote,3.77E-05,754.988477
NZ_CP016464.1,prokaryote,3.39E-05,677.9488365
NZ_CP016474.1,prokaryote,4.09E-05,818.0993505
NZ_CP016477.1,prokaryote,3.18E-05,636.039272
NZ_CP016483.1,prokaryote,3.29E-05,657.4871079
NZ_CP016490.1,prokaryote,5.08E-05,1016.306938
NZ_CP016497.1,prokaryote,4.75E-06,95.03610053
NZ_CP016499.1,prokaryote,4.32E-05,863.4602908
NZ_CP016501.1,prokaryote,4.26E-05,851.7502654
NZ_CP016502.1,prokaryote,0.000100232,2004.633078
NZ_CP016503.1,prokaryote,5.31E-05,1061.174824
NZ_CP016504.1,prokaryote,8.63E-07,17.25687947
NZ_CP016507.1,prokaryote,7.15E-07,14.29855728
NZ_CP016510.1,prokaryote,7.09E-07,14.17529385
NZ_CP016514.1,prokaryote,9.80E-07,19.59888454
NZ_CP016517.1,prokaryote,9.00E-07,17.99646002
NZ_CP016521.1,prokaryote,7.95E-07,15.9009818
NZ_CP016525.1,prokaryote,8.57E-07,17.13361605
NZ_CP016530.1,prokaryote,8.38E-07,16.76382577
NZ_CP016534.2,prokaryote,0.000107184,2143.674221
NZ_CP016537.2,prokaryote,0.000114672,2293.439282
NZ_CP016538.2,prokaryote,5.84E-05,1167.427896
NZ_CP016539.2,prokaryote,7.73E-05,1545.230293
