NCBI accession number,name of host,genus,family,order,class,phylum,domain
JKVH01,Mycobacterium tuberculosis TB_RSA58,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKVG01,Mycobacterium tuberculosis TB_RSA59,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDAW01,Staphylococcus aureus M1493,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDAX01,Staphylococcus aureus M1496,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKVF01,Mycobacterium tuberculosis TB_RSA60,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKVE01,Mycobacterium tuberculosis TB_RSA61,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDAY01,Staphylococcus aureus M1497,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDAZ01,Staphylococcus aureus M1500,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKVD01,Mycobacterium tuberculosis TB_RSA62,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKVC01,Mycobacterium tuberculosis TB_RSA63,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBA01,Staphylococcus aureus M1501,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBB01,Staphylococcus aureus M1504,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKVB01,Mycobacterium tuberculosis TB_RSA64,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKVA01,Mycobacterium tuberculosis TB_RSA66,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBC01,Staphylococcus aureus M1505,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBD01,Staphylococcus aureus M1506,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUZ01,Mycobacterium tuberculosis TB_RSA67,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUY01,Mycobacterium tuberculosis TB_RSA68,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBE01,Staphylococcus aureus M1507,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBF01,Staphylococcus aureus M1508,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUX01,Mycobacterium tuberculosis TB_RSA69,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUW01,Mycobacterium tuberculosis TB_RSA70,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBG01,Staphylococcus aureus M1511,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBH01,Staphylococcus aureus M1512,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUV01,Mycobacterium tuberculosis TB_RSA71,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUU01,Mycobacterium tuberculosis TB_RSA72,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBI01,Staphylococcus aureus M1513,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBJ01,Staphylococcus aureus M1514,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUT01,Mycobacterium tuberculosis TB_RSA73,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUS01,Mycobacterium tuberculosis TB_RSA74,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBK01,Staphylococcus aureus M1515,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBL01,Staphylococcus aureus M1516,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUR01,Mycobacterium tuberculosis TB_RSA75,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUQ01,Mycobacterium tuberculosis TB_RSA76,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBM01,Staphylococcus aureus M1518,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBN01,Staphylococcus aureus M1519,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLWC01,Mycobacterium tuberculosis TKK_02_0001,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLWB01,Mycobacterium tuberculosis TKK_02_0002,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBO01,Staphylococcus aureus M1523,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBP01,Staphylococcus aureus M1524,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLWA01,Mycobacterium tuberculosis TKK_02_0003,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVZ01,Mycobacterium tuberculosis TKK_02_0006,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBQ01,Staphylococcus aureus M1525,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBR01,Staphylococcus aureus M1528,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVY01,Mycobacterium tuberculosis TKK_02_0012,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVX01,Mycobacterium tuberculosis TKK_02_0013,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBS01,Staphylococcus aureus M1529,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBT01,Staphylococcus aureus M1530,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVW01,Mycobacterium tuberculosis TKK_02_0014,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVV01,Mycobacterium tuberculosis TKK_02_0015,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBU01,Staphylococcus aureus M1532,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBV01,Staphylococcus aureus M1534,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVU01,Mycobacterium tuberculosis TKK_02_0016,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVT01,Mycobacterium tuberculosis TKK_02_0017,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBW01,Staphylococcus aureus M1535,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBX01,Staphylococcus aureus M1538,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVS01,Mycobacterium tuberculosis TKK_02_0018,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVR01,Mycobacterium tuberculosis TKK_02_0019,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDBY01,Staphylococcus aureus M1541,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDBZ01,Staphylococcus aureus M1542,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVQ01,Mycobacterium tuberculosis TKK_02_0020,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVP01,Mycobacterium tuberculosis TKK_02_0021,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDCA01,Staphylococcus aureus M1545,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDCB01,Staphylococcus aureus M1550,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVO01,Mycobacterium tuberculosis TKK_02_0022,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVN01,Mycobacterium tuberculosis TKK_02_0025,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDCC01,Staphylococcus aureus M1551,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDCD01,Staphylococcus aureus M1552,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVM01,Mycobacterium tuberculosis TKK_02_0027,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVL01,Mycobacterium tuberculosis TKK_02_0033,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDCE01,Staphylococcus aureus M1553,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JDCF01,Staphylococcus aureus M1557,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVK01,Mycobacterium tuberculosis TKK_02_0034,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVJ01,Mycobacterium tuberculosis TKK_02_0036,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JDCG01,Staphylococcus aureus M1559,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVH01,Staphylococcus aureus M0004,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVI01,Mycobacterium tuberculosis TKK_02_0038,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVH01,Mycobacterium tuberculosis TKK_02_0039,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVI01,Staphylococcus aureus M0005,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVJ01,Staphylococcus aureus M0007,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVG01,Mycobacterium tuberculosis TKK_02_0045,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVF01,Mycobacterium tuberculosis TKK_02_0046,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVL01,Staphylococcus aureus M0009,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVE01,Mycobacterium tuberculosis TKK_02_0052,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVD01,Mycobacterium tuberculosis TKK_02_0061,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVM01,Staphylococcus aureus M0010,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVN01,Staphylococcus aureus M0011,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVC01,Mycobacterium tuberculosis TKK_02_0062,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLVB01,Mycobacterium tuberculosis TKK_02_0063,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVO01,Staphylococcus aureus M0012,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVP01,Staphylococcus aureus M0013,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLVA01,Mycobacterium tuberculosis TKK_02_0068,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUZ01,Mycobacterium tuberculosis TKK_02_0069,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVQ01,Staphylococcus aureus M0014,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVR01,Staphylococcus aureus M0016,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUY01,Mycobacterium tuberculosis TKK_02_0070,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUX01,Mycobacterium tuberculosis TKK_02_0071,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVS01,Staphylococcus aureus M0017,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVT01,Staphylococcus aureus M0021,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUW01,Mycobacterium tuberculosis TKK_02_0073,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUV01,Mycobacterium tuberculosis TKK_02_0077,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVU01,Staphylococcus aureus M0022,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVV01,Staphylococcus aureus M0024,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUU01,Mycobacterium tuberculosis TKK_02_0067,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUT01,Mycobacterium tuberculosis TKK_03_0018,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVW01,Staphylococcus aureus M0025,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVY01,Staphylococcus aureus M0027,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUS01,Mycobacterium tuberculosis TKK_03_0020,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUR01,Mycobacterium tuberculosis TKK_03_0022,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBVZ01,Staphylococcus aureus M0028,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWA01,Staphylococcus aureus M0030,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUQ01,Mycobacterium tuberculosis TKK_03_0025,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUP01,Mycobacterium tuberculosis TKK_03_0026,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWB01,Staphylococcus aureus M0031,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWC01,Staphylococcus aureus M0034,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUO01,Mycobacterium tuberculosis TKK_03_0027,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUN01,Mycobacterium tuberculosis TKK_03_0029,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWD01,Staphylococcus aureus M0036,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWE01,Staphylococcus aureus M0037,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUM01,Mycobacterium tuberculosis TKK_03_0030,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUL01,Mycobacterium tuberculosis TKK_03_0031,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWF01,Staphylococcus aureus M0038,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBVG01,Staphylococcus aureus M0040,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUK01,Mycobacterium tuberculosis TKK_03_0033,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUJ01,Mycobacterium tuberculosis TKK_03_0034,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWG01,Staphylococcus aureus M0041,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWH01,Staphylococcus aureus M0042,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUI01,Mycobacterium tuberculosis TKK_03_0036,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUH01,Mycobacterium tuberculosis TKK_03_0043,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWI01,Staphylococcus aureus M0043,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWJ01,Staphylococcus aureus M0044,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUG01,Mycobacterium tuberculosis TKK_03_0045,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUF01,Mycobacterium tuberculosis TKK_03_0078,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWK01,Staphylococcus aureus M0046,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWL01,Staphylococcus aureus M0048,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUE01,Mycobacterium tuberculosis TKK_03_0081,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUD01,Mycobacterium tuberculosis TKK_03_0082,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWM01,Staphylococcus aureus M0049,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWN01,Staphylococcus aureus M0051,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUC01,Mycobacterium tuberculosis TKK_04_0001,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLUB01,Mycobacterium tuberculosis TKK_04_0002,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWO01,Staphylococcus aureus M0052,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWP01,Staphylococcus aureus M0054,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLUA01,Mycobacterium tuberculosis TKK_04_0003,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTZ01,Mycobacterium tuberculosis TKK_04_0006,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWQ01,Staphylococcus aureus M0057,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWR01,Staphylococcus aureus M0058,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTY01,Mycobacterium tuberculosis TKK_04_0014,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTX01,Mycobacterium tuberculosis TKK_04_0015,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWS01,Staphylococcus aureus M0061,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWT01,Staphylococcus aureus M0063,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTW01,Mycobacterium tuberculosis TKK_04_0017,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTV01,Mycobacterium tuberculosis TKK_04_0018,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWU01,Staphylococcus aureus M0064,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWV01,Staphylococcus aureus M0065,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTU01,Mycobacterium tuberculosis TKK_04_0019,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTT01,Mycobacterium tuberculosis TKK_04_0021,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWW01,Staphylococcus aureus M0069,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWX01,Staphylococcus aureus M0070,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTS01,Mycobacterium tuberculosis TKK_04_0022,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTR01,Mycobacterium tuberculosis TKK_04_0023,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBWY01,Staphylococcus aureus M0071,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBWZ01,Staphylococcus aureus M0074,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTQ01,Mycobacterium tuberculosis TKK_04_0024,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTP01,Mycobacterium tuberculosis TKK_04_0043,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXA01,Staphylococcus aureus M0076,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXB01,Staphylococcus aureus M0079,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTO01,Mycobacterium tuberculosis TKK_04_0047,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTN01,Mycobacterium tuberculosis TKK_04_0048,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXD01,Staphylococcus aureus M0081,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTM01,Mycobacterium tuberculosis TKK_04_0005,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTL01,Mycobacterium tuberculosis TKK_04_0007,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXE01,Staphylococcus aureus M0082,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXF01,Staphylococcus aureus M0083,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTK01,Mycobacterium tuberculosis TKK_04_0008,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTJ01,Mycobacterium tuberculosis TKK_04_0013,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXG01,Staphylococcus aureus M0084,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXH01,Staphylococcus aureus M0086,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTI01,Mycobacterium tuberculosis TKK_04_0020,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTH01,Mycobacterium tuberculosis TKK_04_0034,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXI01,Staphylococcus aureus M0087,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXJ01,Staphylococcus aureus M0089,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTG01,Mycobacterium tuberculosis TKK_04_0036,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTF01,Mycobacterium tuberculosis TKK_04_0038,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXK01,Staphylococcus aureus M0092,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXL01,Staphylococcus aureus M0093,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTE01,Mycobacterium tuberculosis TKK_04_0039,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTD01,Mycobacterium tuberculosis TKK_04_0040,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXM01,Staphylococcus aureus M0094,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXN01,Staphylococcus aureus M0095,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTC01,Mycobacterium tuberculosis TKK_04_0044,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLTB01,Mycobacterium tuberculosis TKK_04_0045,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXO01,Staphylococcus aureus M0096,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLTA01,Mycobacterium tuberculosis TKK_04_0046,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSZ01,Mycobacterium tuberculosis TKK_04_0042,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXQ01,Staphylococcus aureus M0098,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXR01,Staphylococcus aureus M0099,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
